"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","534","32841","DISTRIBUTED SYSTEMS","Sharma,Prateek","15","25"," 3.233"," 3.618","94.4","26.7","66.7","0.0","6.7","10","0","1","3","8","2","0","0","0","0","0","1","0","0","2","7","0","0","0","0","0","0","1","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","547","10660","SYST&PROTOCOL SECUR&INFO ASSUR","Xing,Luyi","10","15"," 3.700"," 3.640","80","80.0","10.0","10.0","0.0","5","5","1","2","1","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","555","33585","MACHINE LEARNING","Williamson,Donald S.","28","50"," 3.268"," 3.620","26.8","35.7","60.7","3.6","0.0","22","0","5","5","5","8","4","0","0","1","0","0","0","0","5","9","0","0","0","0","0","0","8","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","561","29367","ADVANCED DATABASE CONCEPTS","Van Gucht,Dirk","29","51"," 3.748"," 3.615","50","75.9","24.1","0.0","0.0","22","4","15","3","4","1","2","0","0","0","0","0","0","0","3","19","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","581","10664","ADVANCED COMPUTER GRAPHICS","Hmeljak,Mitja","10","10"," 3.640"," 3.682","100","80.0","10.0","10.0","0.0","0","3","3","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","609","13019","TPCS ALGORITHMS & COMP THEORY","Purdom Jr,Paul W.","12","22"," 3.633"," 3.732","83.3","58.3","41.7","0.0","0.0","10","2","4","1","3","2","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","649","11433","TOPICS IN SYSTEMS","Pierce,Marlon","38","44"," 3.753"," 3.692","100","73.7","26.3","0.0","0.0","6","0","22","6","9","0","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","649","13023","TOPICS IN SYSTEMS","Lukefahr,Andrew","13","18"," 3.677"," 3.558","100","76.9","23.1","0.0","0.0","5","4","3","3","0","2","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","657","29368","COMPUTER VISION","Crandall,David","28","57"," 3.500"," 3.598","14.3","50.0","50.0","0.0","0.0","29","4","6","4","6","6","2","0","0","0","0","0","0","0","1","22","0","0","0","0","0","0","6","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","657","35295","COMPUTER VISION","Crandall,David","20","36"," 3.790"," 3.778","44","90.0","5.0","5.0","0.0","16","0","15","3","0","1","0","0","0","1","0","0","0","0","2","11","1","0","0","0","0","0","2","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","659","32837","TOPICS ARTIFICIAL INTELLIGENCE","Khardon,Roni","17","33"," 3.518"," 3.792","45","58.8","41.2","0.0","0.0","16","2","4","4","2","3","2","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","1","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","659","8982","TOPICS ARTIFICIAL INTELLIGENCE","Cavar,Damir","42","60"," 3.969"," 3.702","37.8","97.6","2.4","0.0","0.0","18","38","3","0","0","0","1","0","0","0","0","0","0","0","1","15","0","0","0","0","0","0","2","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-B","673","5384","ADVANCED SCIENTIFIC COMPUTING","Bramley,Randall Barry","6","6"," 4.000"," 3.889","0","100.0","0.0","0.0","0.0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","102","11744","GREAT IDEAS IN COMPUTING","Pope,Charles E","17","25"," 2.459"," 2.897","5.3","17.6","41.2","29.4","0.0","10","2","1","0","1","2","4","2","0","3","0","0","0","2","2","6","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","200","10587","INTRO COMPUTERS & PROGRAMMING","Dalkilic,Mehmet M.","79","108"," 3.038"," 3.118","16.3","48.1","27.8","12.7","6.3","33","11","18","9","8","10","4","1","4","5","1","2","2","4","12","16","0","0","0","0","0","0","1","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","200","29408","INTRO COMPUTERS & PROGRAMMING","Brown,Geoffrey Morris","76","98"," 2.664"," 2.908","15.4","32.9","28.9","21.1","3.9","32","8","11","6","9","9","4","8","4","4","2","1","0","10","15","7","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","211","7356","INTRO TO COMPUTER SCIENCE","Shan,Chung-chieh","42","93"," 2.507"," 2.720","13","33.3","28.6","14.3","2.4","60","5","6","3","4","6","2","3","1","2","1","0","0","9","35","16","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","212","2081","INTRO TO SOFTWARE SYSTEMS","Bhutta,Adeel A","79","100"," 2.932"," 3.174","47.4","36.7","43.0","10.1","0.0","29","14","9","6","8","16","10","1","6","1","0","0","0","8","16","5","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","212","6789","INTRO TO SOFTWARE SYSTEMS","Bhutta,Adeel A","67","86"," 2.455"," 2.698","34.2","25.4","29.9","22.4","7.5","29","3","7","7","9","8","3","8","3","4","3","1","1","10","11","7","0","0","0","0","0","0","1","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","231","11791","INTRO: MATH OF CYBERSECURITY","Huang,Yan","18","20"," 2.783"," 3.281","77.8","38.9","27.8","22.2","0.0","4","0","3","4","1","3","1","2","1","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","241","2084","DISCRETE STRUCTURES FOR CSCI","Wennstrom,Erik Michael","33","39"," 1.948"," 2.877","50","15.2","21.2","27.3","15.2","13","1","3","1","1","4","2","3","5","1","2","2","1","7","5","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","241","9219","DISCRETE STRUCTURES FOR CSCI","Wennstrom,Erik Michael","85","94"," 2.156"," 2.998","57.1","18.8","22.4","30.6","15.3","20","2","8","6","5","10","4","7","7","12","5","4","4","11","6","3","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W1","Eight Week - First","CSCI","CSCI-C","291","7429","SYSTEM PROG WITH C AND UNIX","Bhutta,Adeel A","36","53"," 2.569"," 3.221","40","30.6","27.8","25.0","5.6","21","3","6","2","2","4","4","1","6","2","0","2","0","4","9","8","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","CSCI","CSCI-C","291","9222","SYSTEM PROG WITH C AND UNIX","Bhutta,Adeel A","42","57"," 2.824"," 3.127","71.1","52.4","19.0","9.5","2.4","22","11","5","6","0","4","4","1","3","0","1","0","0","7","3","12","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","311","2087","PROGRAMMING LANGUAGES","Friedman,Daniel P","14","16"," 3.171"," 3.058","93.8","42.9","50.0","0.0","0.0","3","2","3","1","0","6","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","323","29522","MOBILE APP DEVELOPMENT","Hmeljak,Mitja","32","33"," 3.688"," 3.187","81.3","87.5","6.3","0.0","0.0","3","21","6","1","1","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","323","35016","MOBILE APP DEVELOPMENT","Hmeljak,Mitja","26","34"," 3.438"," 3.201","83.9","73.1","15.4","3.8","0.0","10","14","4","1","1","2","1","0","0","1","0","0","0","2","5","3","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","335","2090","COMPUTER STRUCTURES","Malbasa,Vel","13","15"," 3.231"," 3.284","100","53.8","23.1","15.4","7.7","2","2","3","2","1","2","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","335","33344","COMPUTER STRUCTURES","Malbasa,Vel","19","22"," 3.211"," 3.214","86.4","42.1","36.8","21.1","0.0","3","1","4","3","4","3","0","1","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-C","343","2092","DATA STRUCTURES","Sabry,Amr A.","89","111"," 3.316"," 3.131","71","50.6","38.2","6.7","2.2","24","10","19","16","20","6","8","2","1","3","2","0","0","2","18","4","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-G","901","2094","ADVANCED RESEARCH","Crandall,David","10","30"," 4.000"," 3.862","93.1","100.0","0.0","0.0","0.0","20","0","10","0","0","0","0","0","0","0","0","0","0","0","0","1","0","19","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-H","211","9207","INTRO TO CMPTR SCIENCE-HONORS","Rose,Robert","9","13"," 3.933"," 3.750","10","100.0","0.0","0.0","0.0","4","3","4","2","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-H","212","2095","INTRO TO SFTWR SYSTEMS-HONORS","German,Dan-Adrian","27","30"," 3.778"," 3.507","25","81.5","14.8","3.7","0.0","3","4","14","4","3","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-H","241","7185","ELEM DISCRETE STRUCTURES:HON","Wennstrom,Erik Michael","13","15"," 3.723"," 3.491","46.7","84.6","7.7","7.7","0.0","2","2","5","4","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-H","343","9245","DATA STRUCTURES, HONORS","Yaroslavtsev,Grigory","12","12"," 3.725"," 3.736","75","75.0","25.0","0.0","0.0","0","0","7","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-P","434","33075","DISTRIBUTED SYSTEMS","Bramley,Randall Barry","25","29"," 4.000"," 3.322","92.6","100.0","0.0","0.0","0.0","4","0","25","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-P","436","11748","INTRO TO OPERATING SYSTEMS","Swany,Martin","28","32"," 3.296"," 3.226","100","46.4","42.9","7.1","0.0","5","2","7","4","7","4","1","0","1","1","0","0","0","1","3","0","1","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-P","515","33070","SPECIFICATION & VERIFICATION","Tobin-Hochstadt,Sam","12","15"," 3.867"," 3.650","91.7","91.7","8.3","0.0","0.0","3","0","8","3","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-P","536","9778","ADVANCED OPERATING SYSTEMS","Swany,Martin","40","44"," 3.683"," 3.713","92.7","80.0","17.5","0.0","2.5","4","4","16","12","4","2","1","0","0","0","0","1","0","0","0","3","1","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-P","556","33059","APPLIED MACHINE LEARNING","Rawlins,Gregory J.e.","21","34"," 3.048"," 3.458","33.3","42.9","38.1","9.5","0.0","15","2","6","1","3","3","2","1","0","1","0","0","0","2","0","13","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-Y","390","2097","UNDERGRADUATE INDPT STUDY","Ye,Yuzhen","32","34"," 3.922"," 3.399","88.2","96.9","3.1","0.0","0.0","2","2","23","6","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-Y","391","2098","UNDERGRADUATE IND SYSTEM DEV","Ye,Yuzhen","12","12"," 4.000"," 3.515","75","100.0","0.0","0.0","0.0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W1","Eight Week - First","CSCI","CSCI-Y","395","10694","CAREER DEVELPT FOR CSCI MAJORS","Campbell,Kerri","25","28"," 3.812"," 3.081","85.2","88.0","4.0","8.0","0.0","3","0","22","0","0","0","1","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","CSCI","CSCI-Y","395","10695","CAREER DEVELPT FOR CSCI MAJORS","Campbell,Kerri","26","32"," 3.692"," 3.140","79.3","80.8","7.7","11.5","0.0","6","0","20","1","1","1","0","0","3","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-Y","790","8468","GRADUATE INDEPENDENT STUDY","Wang,Xiaofeng","7","7"," 4.000"," 3.816","100","100.0","0.0","0.0","0.0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-Y","790","8480","GRADUATE INDEPENDENT STUDY","Crandall,David","9","20"," 3.967"," 3.723","100","100.0","0.0","0.0","0.0","11","0","8","1","0","0","0","0","0","0","0","0","0","0","0","2","0","9","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-Y","798","10977","PROFSNL PRACTICUM/INTERNSHP","Crandall,David","8","12"," 4.000"," 3.773","100","100.0","0.0","0.0","0.0","4","0","8","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","CSCI","CSCI-Y","799","8117","COMPUTER SCIENCE COLLOQUIUM","Sahinalp,Cenk","16","21"," 4.000"," 3.639","25","100.0","0.0","0.0","0.0","5","0","16","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-07-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-A","110","1602","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","130","184"," 2.945"," 2.826","0","39.2","36.9","11.5","5.4","63","14","24","13","13","21","14","8","5","2","3","2","2","9","27","26","0","0","1","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-A","110","1603","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","79","120"," 3.070"," 2.882","0","54.4","22.8","8.9","5.1","48","17","18","8","6","5","7","3","3","1","3","0","1","7","17","24","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-A","110","6095","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","44","66"," 3.007"," 2.799","0","45.5","34.1","9.1","4.5","25","7","8","5","2","8","5","1","0","3","1","1","0","3","9","13","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-A","201","1604","INTRODUCTION TO PROGRAMMING I","Hmeljak,Mitja","51","77"," 3.073"," 3.017","0","51.0","23.5","13.7","5.9","29","13","8","5","7","2","3","2","4","1","0","2","1","3","7","19","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-A","216","8531","DIGITL MULTIMEDIA CONCPTS/TECH","Whitmer,Jeff","27","39"," 2.737"," 2.985","0","29.6","37.0","22.2","7.4","13","0","1","7","2","5","3","2","3","1","1","0","1","1","5","7","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","8W1","Eight Week - First","CSCI","CSCI-A","290","11701","TOOLS FOR COMPUTING","Hmeljak,Mitja","23","32"," 3.604"," 3.275","69.2","69.6","17.4","13.0","0.0","9","5","11","0","2","2","0","2","0","1","0","0","0","0","3","6","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","8W2","Eight Week - Second","CSCI","CSCI-A","290","11702","TOOLS FOR COMPUTING","Hmeljak,Mitja","20","34"," 3.225"," 2.979","59.3","70.0","10.0","10.0","0.0","16","8","3","3","1","0","1","0","0","2","0","0","0","2","7","7","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","8W1","Eight Week - First","CSCI","CSCI-A","290","5553","TOOLS FOR COMPUTING","German,Dan-Adrian","21","23"," 3.024"," 3.067","77.3","61.9","14.3","9.5","0.0","5","2","6","5","1","1","1","1","0","1","0","0","0","3","0","1","1","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","8W2","Eight Week - Second","CSCI","CSCI-A","290","5554","TOOLS FOR COMPUTING","German,Dan-Adrian","19","31"," 3.132"," 3.054","82.6","52.6","36.8","0.0","0.0","14","0","6","4","3","0","4","0","0","0","0","0","0","2","3","8","1","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","8W1","Eight Week - First","CSCI","CSCI-A","290","6090","TOOLS FOR COMPUTING","Whitmer,Jeff","25","28"," 2.904"," 3.033","84","36.0","28.0","28.0","4.0","4","2","6","1","1","4","2","3","4","0","1","0","0","1","0","3","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","8W2","Eight Week - Second","CSCI","CSCI-A","290","6093","TOOLS FOR COMPUTING","Whitmer,Jeff","23","33"," 2.496"," 2.844","88","26.1","39.1","13.0","4.3","14","0","4","2","5","1","3","0","2","1","0","0","1","4","2","8","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-A","338","4241","NETWORK TECH & SYSTEMS ADMIN","Whitmer,Jeff","16","20"," 2.044"," 3.060","5.3","6.3","37.5","31.3","6.3","7","0","1","0","2","2","2","0","4","1","0","1","0","3","3","1","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-A","541","33888","COMPUTING&TECHNOLOGY BOOTCAMP","Escue,Charles E","26","27"," 3.812"," 3.718","0","84.6","15.4","0.0","0.0","1","5","13","4","1","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-B","351","1622","INTRO ARTIFICIAL INTELLIGENCE","Blanco Rodriguez,Saul Antonio","78","100"," 2.892"," 3.126","68.2","25.6","44.9","23.1","5.1","23","9","5","6","12","10","13","9","7","2","2","2","0","1","10","12","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-B","363","11944","BIOINFORMATICS ALGORITHMS","Tang,Haixu","43","53"," 2.921"," 3.115","91.3","30.2","46.5","18.6","0.0","12","0","5","8","8","6","6","2","2","4","0","0","0","2","3","7","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-B","365","11946","DATA ANALYSIS AND MINING","Raphael,Christopher S.","48","69"," 2.723"," 3.207","67.2","31.3","35.4","16.7","14.6","22","1","8","6","4","4","9","0","8","0","0","7","0","1","16","5","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-B","392","31355","COMPETITIVE PROGRAMMING","Huang,Yan","7","10"," 3.586"," 3.332","88.9","71.4","28.6","0.0","0.0","3","0","3","2","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-B","401","7978","FUNDAMENTALS OF COMPUTG THEORY","Rose,Robert","49","54"," 3.106"," 3.236","88.2","38.8","42.9","18.4","0.0","5","2","8","9","3","9","9","2","4","3","0","0","0","0","2","3","0","0","0","0","0","0","0","0","01-18-2019",
"Fall 2018","4188","1","Regular Academic Session","CSCI","CSCI-B","403","8498","INTRO ALGORITHM DES & ANALYS","Sahinalp,Cenk","28","33"," 3.139"," 3.252","90.6","28.6","60.7","3.6","7.1","5","1","6","1","8","5","4","0","0","1","1","1","0","0","3","1","1","0","0","0","0","0","0","0","01-18-2019",
